route,kind,dynamic,refCount,file,refSample
/api/projects/[projectId]/directory/groups,api,true,0,frontend/src/app/api/projects/[projectId]/directory/groups/route.ts,
/api/projects/[projectId]/directory/groups/[groupId],api,true,0,frontend/src/app/api/projects/[projectId]/directory/groups/[groupId]/route.ts,
/api/projects/[projectId]/directory/groups/[groupId]/members,api,true,0,frontend/src/app/api/projects/[projectId]/directory/groups/[groupId]/members/route.ts,
/api/projects/[projectId]/directory/import,api,true,0,frontend/src/app/api/projects/[projectId]/directory/import/route.ts,
/api/projects/[projectId]/directory/people,api,true,0,frontend/src/app/api/projects/[projectId]/directory/people/route.ts,
/api/projects/[projectId]/directory/people/[personId],api,true,0,frontend/src/app/api/projects/[projectId]/directory/people/[personId]/route.ts,
/api/projects/[projectId]/directory/people/[personId]/deactivate,api,true,0,frontend/src/app/api/projects/[projectId]/directory/people/[personId]/deactivate/route.ts,
/api/projects/[projectId]/directory/people/[personId]/email-notifications,api,true,0,frontend/src/app/api/projects/[projectId]/directory/people/[personId]/email-notifications/route.ts,
/api/projects/[projectId]/directory/people/[personId]/invite,api,true,0,frontend/src/app/api/projects/[projectId]/directory/people/[personId]/invite/route.ts,
/api/projects/[projectId]/directory/people/[personId]/permissions,api,true,0,frontend/src/app/api/projects/[projectId]/directory/people/[personId]/permissions/route.ts,
/api/projects/[projectId]/directory/people/[personId]/profile-photo,api,true,0,frontend/src/app/api/projects/[projectId]/directory/people/[personId]/profile-photo/route.ts,
